tgrep.id	entire.sentence	Sentence_type	DE_operator	Numeral	And_test	Or_both_test	Actually_test	Disjunct_relation	Disjunct_individuation	Or_not	
83455:205	"uh, i think that the judges should be leftd to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that might be swayedb, uh, by the moment, uh, to either to be too lenient or too vengeful, i guesse."	declarative	not available	nonum	change	not available	change	A~B	different	no	
110657:88	"i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either."	declarative	not available	nonum	change	nochange	change	A~B	same	no	
18182:39	"i mean just, just scratching two or three inches was just a chore."	declarative	not available	num	change	not available	change	A~B	same	no	
66676:23	"now whether they finally got it or not, i don't know."	declarative	wh	nonum	change	not available	change	A~B	different	yes	
90762:42	"um, i, i was talking to somebody recently or read somewhere where they, where they said that, you know, these children, they, they had to be the best,"	declarative	not available	nonum	change	not available	nochange	A~B	same	no	
85973:53	"i mean that was one thing, that came out of it, good or bad,"	declarative	not available	nonum	change	not available	change	A~B	different	no	
106753:24	"did you have, uh, one coat or two."	interrogative	not available	num	change	not available	change	A~B	same	no	
11797:36	"and, uh, i don't know whether that's bad or good,"	declarative	wh	nonum	change	not available	change	A~B	different	no	
95445:55	"we use it more for just writing programs when we need to or, um, doing research, looking at the speech signal and then doing writing, and also as a just as a terminal,"	declarative	not available	nonum	nochange	not available	change	A~B	same	no	
111321:31	but a lot of their classes there were only eight or ten children in their classes	declarative	not available	num	change	not available	change	A~B	same	no	
103930:153	"you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, goingb to be committing any more violent acts or not."	declarative	not available	nonum	change	not available	change	A~B	different	yes	
163926:23	you going to get ten or fifteen bucks for it	declarative	not available	num	change	not available	change	A~B	same	no	
122138:110	"um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room, or when people like look through my things in my bedroom."	declarative	wh	nonum	change	change	change	A~B	different	no	
127327:49	"i wonder how they're going to get through the winter. food wise or any wise,"	declarative	wh	nonum	change	not available	nochange	A~B	same	no	
59184:37	"i mean, they may let you off for a day or two to have your bA-By,"	declarative	not available	num	change	not available	change	A~B	same	no	
175063:135	"and when you have two kids in that class that constantly keeps ca-, the class in an uproar and you're not at liberty to do something A-Bout it, other than give them on campus isolation or send them to the principal's office. it it, you know, it can, it can really be bad."	declarative	not available	nonum	nochange	change	change	A~B	different	no	
155861:103	"but i, i think that there are, there are advantages to having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years."	declarative	not available	nonum	nochange	change	nochange	A>B	same	no	
127119:72	"it, it seems like t i is pretty cut and dried with two, like, two or three levels."	declarative	not available	num	change	not available	change	A~B	same	no	
171908:16	there's A-Bout six or eight guys that we use to go out for these games.	declarative	not available	num	change	not available	change	A~B	same	no	
136298:23	"and there are parts of downtown or near downtown dallas that are under water right now, i guess,"	declarative	not available	nonum	change	not available	nochange	A>B	same	no	
18697:70	"uh, there's no way that i could begin to process and keep up with the kinds of information or the magnitude of information that i needd to, to try to do my jobb without them."	declarative	not available	nonum	nochange	nochange	change	A~B	same	no	
67486:48	"i mean, around texas, you, you got A-Bout five or six,"	declarative	not available	num	change	not available	change	A~B	same	no	
159476:33	"and i haven't really gone out, and bought any or listened to much on the, on the radio except for classical"	declarative	negation	nonum	nochange	not available	change	A>B	same	no	
97884:143	"and have, have some kind of real good program, set up so that you, when you go you can be assured that if there's an emergency that person in charge knows c p r or first aid"	imperative	not available	nonum	change	change	change	A>B	same	no	
95601:41	do you think you d base is more flexible or allows you to do more.	interrogative	not available	nonum	change	change	nochange	A>B	same	no	
7486:45	"they're real liberal now and to where probA-Bly fifty or a hundred years ago, um, the democrat party being liberal like they are now, you know, would never be thought of,"	declarative	not available	num	change	not available	change	A~B	same	no	
111943:55	"where do you go if you like to have a nice meal out, or a big meal."	interrogative	not available	nonum	change	change	nochange	A>B	same	no	
148422:49	"most, most likely i would be listen to, uh, jazz or classical music."	declarative	not available	nonum	nochange	nochange	change	A~B	different	no	
48916:100	"and that's where a lot of aggravation comes, i think, is, is, uh, these guys spend so much time in the appeal process or just in the waiting process,"	declarative	not available	nonum	change	not available	nochange	A>B	different	no	
50711:45	"the, the difficulty would be in whether it's voluntary or involuntary."	declarative	wh	nonum	change	not available	change	A~B	different	no	
107454:21	and sometimes you might have two or three.	declarative	not available	num	change	not available	change	A~B	same	no	
14114:23	"normally i listen to c n n or headline news A-Bout an, hour a day,"	declarative	not available	nonum	change	change	nochange	A>B	same	no	
